  x      sigx     y      sigy  
-9.6138 0.0848 -9.9324 0.1202 
-9.6518 0.0833 -9.9572 0.1185 
-9.6949 0.0817 -9.9773 0.1185 
-9.7358 0.0802 -9.9912 0.1178 
-9.7682 0.0791 -9.9969 0.1234 
-9.8057 0.0782 -10.0028 0.1341 
-9.8743 0.0770 -10.0058 0.1277 
-9.9064 0.0766 -10.0066 0.1320 
-9.9319 0.0764 -10.0048 0.1153 
-9.9549 0.0762 -10.0036 0.1151 
-9.9786 0.0762 -10.0038 0.1146 
-9.9999 0.0762 -10.0037 0.1153 
-10.0238 0.0763 -10.0068 0.1148 
-10.0458 0.0763 -10.0106 0.1177 
-10.0696 0.0764 -10.0164 0.1141 
-10.0913 0.0763 -10.0220 0.1240 
-10.1127 0.0763 -10.0291 0.1266 
-10.3364 0.0752 -10.1674 0.1152 
-10.5302 0.0736 -10.2979 0.1153 
-10.6699 0.0715 -10.3238 0.1137 
-10.7535 0.0693 -10.3400 0.1266 
-10.7620 0.0691 -10.3461 0.1208 
-10.7702 0.0688 -10.3520 0.1205 
-10.7844 0.0684 -10.3544 0.1136 
-10.7860 0.0684 -10.3554 0.1288 
-10.8735 0.0653 -10.4133 0.1139 
-10.9499 0.0631 -10.4726 0.1138 
-11.0204 0.0615 -10.5084 0.1139 
-11.0866 0.0606 -10.5243 0.1138 
-11.1480 0.0601 -10.5367 0.1139 
-11.2040 0.0600 -10.5534 0.1140 
-11.2571 0.0600 -10.5676 0.1142 
-11.3065 0.0601 -10.5774 0.1140 
-11.4266 0.0600 -10.6627 0.1142 
-11.5326 0.0600 -10.7348 0.1142 
-11.1649 0.1358 -10.5297 0.1559 
-11.2196 0.1354 -10.5384 0.1532 
-11.2370 0.1254 -10.5521 0.1512 
-11.2490 0.1164 -10.5914 0.1508 
-11.2979 0.1170 -10.5900 0.1473 
-11.3331 0.1222 -10.5685 0.1467 
-11.4087 0.1305 -10.4747 0.1409 
-11.4479 0.1354 -10.4632 0.1400 
-11.4359 0.1258 -10.4431 0.1390 
-11.3868 0.1082 -10.4180 0.1380 
-11.3453 0.0951 -10.3933 0.1372 
-11.2577 0.0784 -10.3857 0.1367 
-10.9920 0.0689 -10.3824 0.1516 
-10.9693 0.0696 -10.3820 0.1356 
-10.9909 0.0697 -10.3797 0.1538 
-10.9759 0.1046 -10.1025 0.1544 
-10.8828 0.0999 -9.9616 0.1457 
-10.7916 0.0889 -9.9630 0.1439 
-10.7557 0.0821 -10.0391 0.1435 
-10.7649 0.0788 -10.1227 0.1434 
-10.8216 0.0752 -10.1878 0.1433 
-10.8867 0.0731 -10.2445 0.1433 
-10.9553 0.0710 -10.3139 0.1434 
-11.0784 0.0690 -10.6153 0.0926 
-11.1119 0.0681 -10.6091 0.0718 
-11.1600 0.0699 -10.7165 0.0837 
-11.2198 0.0721 -10.7191 0.0830 
-11.2685 0.0742 -10.7393 0.0937 
-11.3159 0.0759 -10.8045 0.0662 
-10.9284 0.1031 -10.4411 0.1477 
-10.9631 0.0820 -10.4138 0.1431 
-10.9544 0.0732 -10.4645 0.1415 
-11.0140 0.0697 -10.4965 0.1404 
-11.0675 0.0682 -10.5281 0.1402 
-11.1387 0.0679 -10.5692 0.1394 
-11.1578 0.0679 -10.6213 0.1394 
-11.1937 0.0682 -10.6601 0.1393 
-11.5773 0.0711 -10.8458 0.2132 
-8.3528 0.1082 -8.1526 0.1490 
-8.4119 0.1080 -8.3307 0.1455 
-8.4880 0.1076 -8.4548 0.1406 
-8.5556 0.1073 -8.5429 0.1392 
-8.6278 0.1068 -8.6207 0.1402 
-8.6919 0.1062 -8.6856 0.1399 
-8.7412 0.1057 -8.7369 0.1357 
-8.7922 0.1051 -8.7858 0.1356 
-8.8430 0.1045 -8.8327 0.1364 
-8.8806 0.1039 -8.8683 0.1357 
-8.9198 0.1032 -8.9036 0.1354 
-8.9586 0.1024 -8.9392 0.1352 
-8.9925 0.1017 -8.9661 0.1352 
-9.0265 0.1010 -8.9933 0.1355 
-9.0579 0.1002 -9.0221 0.1352 
-9.0866 0.0995 -9.0490 0.1355 
-9.1104 0.0988 -9.0690 0.1353 
-9.1337 0.0981 -9.0930 0.1355 
-9.1545 0.0975 -9.1123 0.1354 
-9.1728 0.0969 -9.1324 0.1353 
-9.1913 0.0963 -9.1531 0.1357 
-9.2096 0.0957 -9.1693 0.1356 
-9.2259 0.0951 -9.1868 0.1357 
-9.2436 0.0945 -9.2050 0.1363 
-9.2612 0.0939 -9.2225 0.1357 
-9.2776 0.0933 -9.2380 0.1357 
-9.2952 0.0927 -9.2507 0.1363 
-9.3114 0.0922 -9.2663 0.1354 
-9.3265 0.0916 -9.2802 0.1355 
-9.3433 0.0910 -9.2948 0.1371 
-9.3599 0.0904 -9.3090 0.1382 
-9.3754 0.0899 -9.3216 0.1354 
-9.3922 0.0893 -9.3349 0.1433 
-9.4087 0.0887 -9.3478 0.1361 
-9.4239 0.0882 -9.3594 0.1365 
-9.4403 0.0876 -9.3716 0.1451 
-9.4564 0.0870 -9.3835 0.1400 
-9.4712 0.0865 -9.3942 0.1352 
-9.4773 0.0862 -9.3985 0.1361 
-9.4870 0.0859 -9.4055 0.1359 
-9.5027 0.0853 -9.4164 0.1383 
-9.5322 0.0843 -9.4404 0.1381 
-9.5475 0.0838 -9.4506 0.1353 
-9.5614 0.0834 -9.4598 0.1353 
-9.5768 0.0830 -9.4696 0.1368 
-9.6463 0.0812 -9.5149 0.1372 
-9.6581 0.0809 -9.5264 0.1367 
-9.6648 0.0807 -9.5310 0.1353 
-9.6706 0.0805 -9.5348 0.1361 
-9.6825 0.0802 -9.5432 0.1355 
-9.6931 0.0798 -9.5507 0.1366 
-9.7043 0.0795 -9.5587 0.1369 
-9.7150 0.0792 -9.5666 0.1387 
-9.7983 0.0772 -9.6276 0.1353 
-9.9186 0.0758 -9.7110 0.1353 
-10.0159 0.0751 -9.7758 0.1351 
-10.1272 0.0745 -9.8330 0.1353 
-10.2219 0.0741 -9.8865 0.1351 
-10.3046 0.0735 -9.9314 0.1352 
-10.3781 0.0729 -9.9744 0.1352 
-10.4359 0.0723 -10.0114 0.1353 
-10.4919 0.0715 -10.0455 0.1353 
-10.5449 0.0707 -10.0825 0.1361 
-10.6401 0.0694 -10.1446 0.1403 
-10.7291 0.0686 -10.2089 0.1485 
-10.8172 0.0681 -10.2848 0.1516 
-10.8957 0.0673 -10.3729 0.1433 
-10.9681 0.0667 -10.4463 0.1386 
-11.0344 0.0662 -10.4814 0.1359 
-11.0864 0.0652 -10.5057 0.1355 
-11.1299 0.0640 -10.5309 0.1376 
-11.1829 0.0629 -10.5391 0.1376 
-10.8843 0.0859 -10.5479 0.1476 
-10.8929 0.0762 -10.4756 0.1419 
-10.9374 0.0723 -10.4984 0.1403 
-10.9969 0.0710 -10.5147 0.1392 
-11.0435 0.0699 -10.5269 0.1385 
-11.1646 0.0952 -10.4223 0.1570 
-11.2899 0.0834 -10.4978 0.1546 
-11.3710 0.0733 -10.5585 0.1544 
-11.4043 0.0685 -10.5917 0.1544 
-11.4230 0.0684 -10.6142 0.1547 
-11.4208 0.0712 -10.6374 0.1548 
-11.4289 0.0739 -10.6738 0.1548 
-11.4551 0.0758 -10.7285 0.1548 
-11.4976 0.0770 -10.7832 0.1546 
-11.5582 0.0775 -10.8196 0.1548 
-11.6289 0.0776 -10.8351 0.1562 
-10.2144 0.1040 -9.7910 0.1603 
-10.2831 0.1015 -9.8001 0.1542 
-10.3665 0.0985 -9.8953 0.1603 
-10.4454 0.0953 -9.9316 0.1519 
-10.4956 0.0927 -9.8951 0.1486 
-10.5559 0.0879 -9.8535 0.1462 
-10.5997 0.0809 -9.8549 0.1451 
-10.6937 0.0727 -9.9318 0.1448 
-10.7877 0.0735 -9.9745 0.1449 
-10.8879 0.0758 -10.0128 0.1449 
-11.0012 0.0727 -10.0946 0.1451 
-11.0767 0.0690 -10.1891 0.1455 
-11.1628 0.0681 -10.2571 0.1457 
-11.2298 0.0678 -10.3093 0.1458 
-11.2697 0.0680 -10.3563 0.1458 
-11.2823 0.0690 -10.3958 0.1458 
-11.2988 0.0702 -10.4326 0.1457 
-11.3406 0.0709 -10.4664 0.1457 
-11.3831 0.0714 -10.4932 0.1456 
-11.4209 0.0719 -10.5173 0.1455 
-11.4445 0.0785 -10.7779 0.1383 
-11.3593 0.0796 -10.7311 0.1304 
-11.7015 0.0770 -10.3828 0.1764 
-11.4016 0.0730 -10.3616 0.1629 
-11.3363 0.0680 -10.2865 0.1588 
-11.2897 0.0697 -10.2819 0.1571 
-11.2330 0.0728 -10.3387 0.1570 
-11.2120 0.0751 -10.3602 0.1572 
-11.2200 0.0764 -10.4009 0.1574 
-11.2529 0.0769 -10.4782 0.1573 
-11.3219 0.0769 -10.6046 0.1635 
-11.3917 0.0764 -10.6519 0.1642 
-11.3074 0.0682 -10.7025 0.2732 
-11.2245 0.0707 -10.6701 0.2707 
-11.1589 0.0738 -10.6750 0.2696 
-11.1521 0.0755 -10.6542 0.2682 
-11.1747 0.0760 -10.6562 0.2675 
-11.4828 0.0685 -10.7352 0.1724 
-11.5467 0.0685 -10.7833 0.1710 
-11.5507 0.0687 -10.8216 0.1697 
-11.5443 0.0679 -10.8420 0.1681 
-10.5715 0.1096 -10.3490 0.1501 
-10.6511 0.1182 -10.1780 0.1453 
-10.6057 0.1089 -10.0959 0.1344 
-10.5405 0.1047 -10.0374 0.1324 
-10.5721 0.1029 -10.0267 0.1316 
-10.6258 0.0985 -10.0151 0.1336 
-10.6513 0.0934 -10.0334 0.1344 
-10.6905 0.0892 -10.0687 0.1325 
-10.7696 0.0864 -10.1125 0.1315 
-10.8550 0.0859 -10.1584 0.1312 
-10.9237 0.0831 -10.1993 0.1315 
-11.0106 0.0803 -10.2529 0.1324 
-11.0919 0.0799 -10.3026 0.1334 
-11.1495 0.0780 -10.3585 0.1365 
-11.1673 0.0736 -10.4042 0.1403 
-11.0176 0.0971 -10.3425 0.1031 
-10.9942 0.0916 -10.3482 0.0779 
-11.0286 0.0865 -10.3512 0.0736 
-11.0557 0.0792 -10.3716 0.0770 
-11.0957 0.0755 -10.4258 0.0792 
-11.1498 0.0747 -10.4683 0.0786 
-11.2047 0.0712 -10.4992 0.0779 
-11.0195 0.1005 -10.1578 0.1474 
-11.1064 0.0980 -10.2457 0.1464 
-11.1025 0.0809 -10.2985 0.1454 
-11.1275 0.0760 -10.3370 0.1425 
-11.2201 0.0791 -10.3640 0.1419 
-11.2259 0.0725 -10.3726 0.1429 
-11.2081 0.0683 -10.3930 0.1424 
-11.2110 0.0679 -10.4419 0.1409 
-11.2032 0.0688 -10.4753 0.1408 
-11.1994 0.0703 -10.5045 0.1439 
-11.1926 0.0721 -10.5352 0.1437 
-11.2274 0.0730 -10.5496 0.1466 
-11.3168 0.0724 -10.5871 0.1468 
-11.3463 0.0731 -10.6277 0.1539 
-9.3566 0.1070 -9.4229 0.2259 
-10.0528 0.0958 -9.9811 0.2170 
-10.1572 0.0920 -10.0554 0.2200 
-10.2102 0.0890 -10.0922 0.2159 
-10.2524 0.0859 -10.1210 0.2159 
-10.2826 0.0821 -10.1509 0.2217 
-10.9800 0.0697 -10.4265 0.2154 
-11.0185 0.0682 -10.4450 0.2255 
-11.1551 0.0604 -10.5414 0.2236 
-11.3396 0.0583 -10.6803 0.2238 
-11.9513 0.1086 -10.4196 0.0796 
-11.6523 0.0724 -10.3942 0.0847 
-11.4259 0.0681 -10.3519 0.0711 
-11.4183 0.0683 -10.3535 0.0714 
-11.3544 0.0695 -10.3949 0.0735 
-11.3758 0.0693 -10.4268 0.0678 
-11.3641 0.0697 -10.4744 0.0677 
-11.4295 0.0685 -10.5183 0.0695 
-9.1199 0.1032 -9.0831 0.1130 
-9.1784 0.1020 -9.1288 0.1220 
-9.2316 0.1007 -9.1692 0.1162 
-9.6932 0.0804 -9.4322 0.1163 
-9.7143 0.0793 -9.4474 0.1124 
-9.7331 0.0784 -9.4565 0.1130 
-9.7497 0.0777 -9.4702 0.1112 
-9.7532 0.0775 -9.4743 0.1124 
-9.7630 0.0771 -9.4823 0.1113 
-9.7739 0.0767 -9.4896 0.1111 
-9.7825 0.0766 -9.5015 0.1150 
-9.7895 0.0766 -9.5111 0.1124 
-9.7978 0.0767 -9.5252 0.1111 
-9.8080 0.0770 -9.5348 0.1114 
-9.8199 0.0773 -9.5448 0.1122 
-9.8324 0.0775 -9.5576 0.1119 
-9.8475 0.0778 -9.5668 0.1126 
-9.8621 0.0780 -9.5788 0.1112 
-9.8767 0.0782 -9.5866 0.1118 
-9.8898 0.0784 -9.5973 0.1150 
-9.9173 0.0788 -9.6200 0.1149 
-9.9309 0.0790 -9.6306 0.1139 
-9.9457 0.0792 -9.6376 0.1135 
-9.9710 0.0795 -9.6558 0.1112 
-9.9738 0.0795 -9.6576 0.1195 
-10.1133 0.0791 -9.7349 0.1113 
-10.2795 0.0782 -9.8127 0.1110 
-10.3631 0.0777 -9.8523 0.1129 
-10.3694 0.0776 -9.8563 0.1171 
-10.3829 0.0775 -9.8644 0.1151 
-10.4081 0.0773 -9.8762 0.1109 
-10.5209 0.0760 -9.9475 0.1109 
-10.6257 0.0746 -10.0136 0.1109 
-10.7221 0.0735 -10.0651 0.1109 
-10.8098 0.0726 -10.1051 0.1108 
-10.8901 0.0724 -10.1469 0.1109 
-10.9692 0.0723 -10.1966 0.1113 
-11.0446 0.0720 -10.2552 0.1169 
-11.1122 0.0717 -10.2997 0.1156 
-11.1744 0.0715 -10.3139 0.1125 
-11.2282 0.0712 -10.3729 0.1145 
-8.3005 0.1080 -8.2923 0.1164 
-8.3918 0.1077 -8.3784 0.1173 
-8.4721 0.1074 -8.4747 0.1221 
-8.5461 0.1071 -8.5587 0.1170 
-8.6081 0.1067 -8.6259 0.1175 
-8.6642 0.1063 -8.6847 0.1175 
-8.7134 0.1059 -8.7313 0.1173 
-8.7591 0.1054 -8.7767 0.1136 
-8.8014 0.1050 -8.8218 0.1156 
-8.8391 0.1045 -8.8644 0.1152 
-8.8807 0.1040 -8.9347 0.1117 
-8.9508 0.1030 -9.0499 0.1165 
-8.9862 0.1024 -9.1077 0.1325 
-9.0206 0.1018 -9.1529 0.1116 
-9.0514 0.1012 -9.1828 0.1284 
-9.2656 0.0964 -9.2648 0.1162 
-9.4122 0.0926 -9.3222 0.1135 
-9.4338 0.0921 -9.3346 0.1135 
-9.4777 0.0909 -9.3569 0.1144 
-9.4971 0.0904 -9.3682 0.1113 
-9.5176 0.0899 -9.3803 0.1113 
-9.5374 0.0894 -9.3921 0.1106 
-9.5565 0.0888 -9.4036 0.1105 
-9.5734 0.0883 -9.4175 0.1107 
-9.6353 0.0864 -9.4599 0.1107 
-9.6695 0.0852 -9.4857 0.1114 
-9.6852 0.0847 -9.4997 0.1109 
-9.6982 0.0842 -9.5082 0.1107 
-9.7122 0.0838 -9.5173 0.1109 
-9.7268 0.0834 -9.5300 0.1132 
-9.7408 0.0830 -9.5387 0.1138 
-9.7598 0.0825 -9.5508 0.1105 
-9.7925 0.0817 -9.5675 0.1225 
-9.8278 0.0808 -9.5829 0.1138 
-9.8403 0.0805 -9.5874 0.1109 
-9.8505 0.0802 -9.5942 0.1109 
-9.8612 0.0799 -9.5978 0.1113 
-9.8620 0.0799 -9.5947 0.1106 
-9.8716 0.0796 -9.6013 0.1131 
-9.8818 0.0794 -9.6047 0.1111 
-9.8913 0.0791 -9.6074 0.1162 
-9.9547 0.0782 -9.6209 0.1104 
-10.0192 0.0776 -9.6398 0.1145 
-10.0287 0.0775 -9.6417 0.1130 
-10.0466 0.0774 -9.6482 0.1104 
-10.1313 0.0769 -9.6968 0.1104 
-10.2070 0.0763 -9.7601 0.1106 
-10.2745 0.0759 -9.8296 0.1109 
-10.3342 0.0756 -9.8971 0.1105 
-10.3912 0.0754 -9.9520 0.1112 
-10.4447 0.0752 -9.9931 0.1104 
-10.5002 0.0748 -10.0238 0.1104 
-10.5462 0.0745 -10.0339 0.1106 
-10.5908 0.0742 -10.0430 0.1106 
-10.6337 0.0738 -10.0434 0.1108 
-10.6723 0.0731 -10.0468 0.1109 
-10.7065 0.0722 -10.0534 0.1109 
-10.7403 0.0710 -10.0684 0.1111 
-10.7682 0.0698 -10.0802 0.1107 
-10.7967 0.0689 -10.0912 0.1110 
-10.8272 0.0682 -10.1053 0.1106 
-10.8574 0.0678 -10.1185 0.1105 
-10.8872 0.0676 -10.1347 0.1108 
-10.9332 0.0674 -10.1689 0.1110 
-10.9801 0.0672 -10.1987 0.1108 
-11.0246 0.0672 -10.2098 0.1110 
-11.0621 0.0671 -10.2184 0.1109 
-11.1441 0.0673 -10.2467 0.1113 
-11.0457 0.0963 -10.6782 0.0990 
-11.1334 0.0900 -10.5270 0.0896 
-11.1757 0.0814 -10.5037 0.0888 
-11.2439 0.0760 -10.6091 0.0982 
-11.3112 0.0725 -10.5901 0.0932 
-10.5307 0.1086 -10.1853 0.0818 
-10.6640 0.1086 -10.2010 0.0802 
-10.7440 0.1062 -10.1797 0.0781 
-10.7771 0.0982 -10.1882 0.0762 
-10.8279 0.0944 -10.2307 0.0709 
-10.8741 0.0904 -10.2754 0.0706 
-10.9021 0.0855 -10.3246 0.0724 
-10.9421 0.0815 -10.3585 0.0702 
-10.9835 0.0794 -10.3875 0.0718 
-11.0017 0.0752 -10.3888 0.0745 
-11.0019 0.0720 -10.4186 0.0791 
-10.6315 0.0851 -10.2206 0.0835 
-10.7173 0.0809 -10.2713 0.0755 
-10.7842 0.0761 -10.3411 0.0849 
-10.8360 0.0727 -10.3840 0.0826 
-10.7720 0.1069 -10.1705 0.1530 
-10.8479 0.0937 -10.2643 0.1471 
-10.8834 0.0844 -10.3446 0.1430 
-10.9292 0.0810 -10.4042 0.1424 
-10.9668 0.0766 -10.4505 0.1419 
-11.0041 0.0713 -10.5005 0.1417 
-11.0703 0.0691 -10.5668 0.1480 
-11.1812 0.0685 -10.6178 0.1480 
-11.2337 0.0683 -10.6429 0.1480 
-10.6060 0.1086 -10.0230 0.0780 
-10.7624 0.1086 -10.1049 0.0819 
-10.8700 0.1040 -10.1882 0.0784 
-10.9196 0.0936 -10.2245 0.0730 
-10.9831 0.0897 -10.2780 0.0727 
-10.9997 0.0825 -10.3160 0.0686 
-10.9938 0.0755 -10.3254 0.0713 
-11.0469 0.0744 -10.3630 0.0712 
-11.0858 0.0722 -10.3888 0.0708 
-11.0874 0.0694 -10.4031 0.0704 
-11.1066 0.0683 -10.4616 0.0741 
-11.1380 0.0679 -10.5085 0.0769 
-11.1683 0.0678 -10.5324 0.0922 
-11.2068 0.0680 -10.5668 0.1001 
-11.2528 0.0683 -10.5945 0.1001 
-10.8861 0.0938 -10.6310 0.0990 
-10.9243 0.0936 -10.6149 0.1003 
-10.9631 0.0938 -10.5779 0.0832 
-10.9970 0.0879 -10.5896 0.0849 
-11.0441 0.0825 -10.6116 0.0787 
-11.0888 0.0786 -10.6393 0.0969 
-11.1318 0.0756 -10.6493 0.0942 
-11.1780 0.0737 -10.6501 0.0915 
-11.2075 0.0733 -10.6549 0.1006 
-10.9662 0.0820 -10.6818 0.1472 
-11.1131 0.0856 -10.7544 0.1361 
-11.2040 0.0795 -10.8095 0.1336 
-11.3344 0.0796 -10.8441 0.1332 
-11.3529 0.0722 -10.8915 0.1335 
-11.3668 0.0692 -10.9151 0.1328 
-11.3718 0.0679 -10.9284 0.1322 
-11.3080 0.0693 -10.9695 0.1324 
-11.3415 0.0705 -11.0172 0.1341 
-11.4089 0.0716 -11.0566 0.1356 
-11.4380 0.0731 -11.0992 0.1364 
-11.5668 0.0719 -11.1362 0.1375 
-10.7012 0.1087 -10.4207 0.0811 
-10.6226 0.1130 -10.2428 0.0639 
-10.6579 0.1123 -10.1179 0.0412 
-10.6802 0.1035 -10.1794 0.0348 
-10.7251 0.0912 -10.2465 0.0340 
-10.7782 0.0844 -10.3117 0.0343 
-10.8546 0.0827 -10.3583 0.0370 
-10.8618 0.0749 -10.3852 0.0415 
-10.8962 0.0752 -10.4209 0.0441 
-10.9220 0.0751 -10.4507 0.0454 
-10.9359 0.0729 -10.4658 0.0420 
-10.6429 0.0847 -10.1887 0.0969 
-10.7397 0.0762 -10.1163 0.0837 
-10.6460 0.1069 -10.1694 0.3033 
-10.8197 0.1067 -10.2962 0.3022 
-10.9285 0.0961 -10.3851 0.3015 
-11.0480 0.0835 -10.4356 0.3007 
-11.1190 0.0724 -10.5001 0.3004 
-11.1323 0.0679 -10.5507 0.3002 
-10.7650 0.1086 -10.4695 0.1579 
-10.7883 0.1099 -10.4365 0.1519 
-10.7861 0.1016 -10.4309 0.1489 
-10.7895 0.0967 -10.3774 0.1458 
-10.7805 0.0911 -10.3442 0.1441 
-10.7594 0.0840 -10.3561 0.1434 
-10.7814 0.0815 -10.3718 0.1429 
-10.8225 0.0793 -10.3893 0.1425 
-10.5607 0.1067 -9.9250 0.1435 
-10.6555 0.0995 -9.8806 0.1401 
-10.7984 0.0854 -9.9087 0.1367 
-10.8817 0.0781 -9.9788 0.1363 
-10.9463 0.0739 -10.0517 0.1362 
-11.0247 0.0717 -10.0988 0.1370 
-11.1049 0.0715 -10.1502 0.1380 
-11.1446 0.0695 -10.1804 0.1384 
-11.1660 0.0680 -10.2056 0.1402 
-11.2160 0.0679 -10.2262 0.1402 
-11.2891 0.1037 -10.5699 0.0925 
-11.2880 0.1044 -10.5588 0.0811 
-11.2948 0.1036 -10.5630 0.0747 
-11.2595 0.0977 -10.5750 0.0707 
-11.2464 0.0916 -10.5437 0.0674 
-11.2314 0.0854 -10.5109 0.0647 
-11.2171 0.0791 -10.4917 0.0643 
-11.1995 0.0760 -10.4872 0.0673 
-11.1962 0.0744 -10.4963 0.0770 
-11.2045 0.0731 -10.5215 0.0862 
-11.2137 0.0732 -10.5201 0.0773 
-11.2378 0.0739 -10.5378 0.0737 
-11.2637 0.0734 -10.5560 0.0715 
-11.2726 0.0727 -10.5635 0.0720 
-11.2717 0.0718 -10.5683 0.0641 
-11.2661 0.0708 -10.5774 0.0617 
-11.2600 0.0700 -10.5938 0.0616 
-11.2508 0.0694 -10.5949 0.0595 
-11.2402 0.0689 -10.6162 0.0583 
-11.2278 0.0684 -10.6339 0.0585 
-11.2153 0.0681 -10.6389 0.0589 
-11.2105 0.0679 -10.6403 0.0599 
-11.2071 0.0679 -10.6484 0.0613 
-11.2074 0.0678 -10.6552 0.0628 
-11.2090 0.0678 -10.6581 0.0641 
-11.2117 0.0678 -10.6578 0.0649 
-11.2257 0.0679 -10.7231 0.0579 
-10.6876 0.0991 -10.2981 0.1518 
-10.7702 0.1014 -10.2535 0.1437 
-10.8549 0.0947 -10.2178 0.1397 
-10.8590 0.0787 -10.2106 0.1379 
-10.9175 0.0725 -10.2376 0.1371 
-11.0229 0.0716 -10.3042 0.1371 
-11.1481 0.0722 -10.3708 0.1372 
-11.2387 0.0714 -10.4001 0.1369 
-11.2916 0.0695 -10.4456 0.1369 
-11.3363 0.0684 -10.4659 0.1366 
-11.3881 0.0679 -10.4908 0.1364 
-10.2327 0.1067 -9.9480 0.1771 
-10.4360 0.0975 -10.0078 0.1687 
-10.6311 0.0886 -10.1709 0.1683 
-10.7622 0.0805 -10.3235 0.1691 
-10.8884 0.0749 -10.4338 0.1695 
-11.0011 0.0712 -10.5281 0.1699 
-11.1062 0.0691 -10.6105 0.1704 
-10.9973 0.1093 -10.1921 0.0709 
-10.9885 0.1087 -10.0824 0.0461 
-10.9375 0.0967 -10.0829 0.0292 
-10.9221 0.0930 -10.1434 0.0278 
-10.9845 0.0932 -10.2007 0.0275 
-11.0150 0.0910 -10.2485 0.0270 
-11.0403 0.0841 -10.2916 0.0270 
-11.0572 0.0791 -10.3192 0.0268 
-11.0631 0.0716 -10.3440 0.0263 
-11.1354 0.0706 -10.3820 0.0258 
-11.1907 0.0696 -10.4142 0.0256 
-11.2696 0.0698 -10.4411 0.0252 
-11.3128 0.0690 -10.4700 0.0252 
-11.2864 0.0678 -10.4972 0.0253 
-11.3347 0.0679 -10.5220 0.0250 
-11.3592 0.0681 -10.5429 0.0249 
-10.4306 0.1083 -9.8432 0.1036 
-10.4015 0.1020 -9.9222 0.0894 
-10.4573 0.0984 -9.9388 0.0821 
-10.5359 0.0957 -9.9553 0.0782 
-10.6163 0.0914 -9.9930 0.0765 
-10.6986 0.0894 -10.0433 0.0756 
-10.7582 0.0825 -10.0956 0.0752 
-10.8118 0.0775 -10.1410 0.0749 
-10.8780 0.0756 -10.1839 0.0747 
-10.9287 0.0735 -10.2319 0.0747 
-10.9595 0.0710 -10.2668 0.0746 
-10.9913 0.0695 -10.3004 0.0745 
-11.0487 0.0690 -10.3344 0.0745 
-11.1039 0.0684 -10.3677 0.0745 
-11.1679 0.0684 -10.4022 0.0746 
-11.2427 0.0687 -10.4328 0.0747 
-11.2773 0.0682 -10.4418 0.0742 
-11.3021 0.0679 -10.4667 0.0742 
-11.3404 0.0678 -10.4896 0.0742 
-11.3738 0.0678 -10.5127 0.0742 
-11.4086 0.0678 -10.5372 0.0743 
-11.4111 0.0681 -10.5569 0.0743 
-11.4331 0.0683 -10.5796 0.0744 
-11.4872 0.0681 -10.5982 0.0744 
-11.5064 0.0684 -10.6237 0.0746 
-11.5223 0.0686 -10.6508 0.0748 
-11.5586 0.0686 -10.6746 0.0750 
-11.5952 0.0685 -10.6860 0.0749 
-11.6134 0.0687 -10.7108 0.0752 
-11.6275 0.0690 -10.7161 0.0749 
-10.9834 0.1006 -10.3837 0.1478 
-10.9038 0.1037 -10.2193 0.1409 
-10.9373 0.0884 -10.2942 0.1354 
-11.0383 0.0809 -10.3955 0.1347 
-11.1987 0.0760 -10.4719 0.1344 
-11.3595 0.0749 -10.5294 0.1341 
-11.4348 0.0705 -10.5703 0.1337 
-11.4749 0.0681 -10.5970 0.1336 
-11.4383 0.0688 -10.6080 0.1339 
-11.4038 0.0716 -10.6615 0.1331 
-11.4291 0.0730 -10.6992 0.1331 
-8.7760 0.1010 -8.8806 0.1370 
-8.9012 0.0979 -8.9427 0.1255 
-9.0204 0.0943 -9.0089 0.1225 
-9.1203 0.0909 -9.0605 0.1178 
-9.2091 0.0878 -9.1167 0.1167 
-9.2920 0.0846 -9.1709 0.1172 
-9.3568 0.0823 -9.2237 0.1179 
-9.4189 0.0804 -9.2832 0.1170 
-9.4738 0.0793 -9.3332 0.1172 
-9.5339 0.0785 -9.3882 0.1167 
-9.5876 0.0781 -9.4426 0.1337 
-10.0652 0.0753 -9.7971 0.1195 
-10.0839 0.0752 -9.8022 0.1210 
-10.1023 0.0752 -9.8076 0.1179 
-10.1195 0.0752 -9.8126 0.1190 
-10.1360 0.0752 -9.8172 0.1172 
-10.1512 0.0753 -9.8208 0.1170 
-10.1650 0.0754 -9.8241 0.1168 
-10.1786 0.0755 -9.8331 0.1174 
-10.1888 0.0757 -9.8405 0.1216 
-10.1985 0.0760 -9.8482 0.1197 
-10.2070 0.0762 -9.8550 0.1204 
-10.2158 0.0766 -9.8626 0.1205 
-10.2237 0.0768 -9.8735 0.1197 
-10.2324 0.0771 -9.8796 0.1183 
-10.2434 0.0773 -9.8909 0.1178 
-10.2834 0.0772 -9.9248 0.1195 
-10.3014 0.0770 -9.9360 0.1215 
-10.3174 0.0768 -9.9499 0.1220 
-10.3352 0.0765 -9.9593 0.1250 
-10.4328 0.0743 -10.0284 0.1169 
-10.5606 0.0711 -10.1202 0.1176 
-10.6626 0.0693 -10.1854 0.1209 
-10.7606 0.0681 -10.2272 0.1201 
-10.8479 0.0671 -10.2589 0.1178 
-10.9263 0.0663 -10.2960 0.1182 
-11.0015 0.0663 -10.3294 0.1211 
-11.1074 0.0667 -10.3744 0.1216 
-11.3455 0.1057 -11.0408 0.0885 
