z ra dec
0.1044437 36.3057780 9.2232122
0.1015168 33.9408147 12.4105929
0.1016305 33.2510732 13.2397532
0.1041574 33.6723667 14.1065780
0.1041005 33.6874146 14.4626432
0.1041747 34.7375984 13.4683758
0.1042981 34.6070377 13.4079903
0.1035507 34.1090576 16.1099849
0.1041676 33.4307504 15.3918314
0.1103068 35.7984349 23.7526318
0.1129287 35.9422467 25.2113552
0.0977207 27.6376468 2.2524440
0.0967468 28.1528448 3.9757224
0.1007153 28.1168569 16.1110168
0.1004679 28.2530930 16.4100432
0.1015113 27.9428251 17.0519692
0.1093896 25.9943814 21.0895020
0.1033917 36.4847744 5.2002211
0.1078867 37.8500595 9.3775124
0.1096493 39.0185186 11.6286852
0.1089263 38.0602012 11.6117170
0.1094964 36.2549077 18.0552439
0.1093236 37.8232839 17.7480207
0.1117479 38.1926658 17.6737825
0.1131971 39.0484026 18.1715415
0.1118114 36.9952919 22.4383144
0.1138912 37.2426580 23.1296538
0.1128735 37.4007415 24.2834985
0.1133277 37.2689803 24.1165406
0.1137728 37.5656933 24.7195791
0.1143407 37.4204973 24.3284404
0.1140482 37.5413710 24.9609101
0.1140005 36.5886457 24.3004381
0.1141685 36.5475327 25.2034235
0.1016994 30.8864922 2.1914279
0.0997699 27.9031610 3.5712496
0.1004263 30.6155465 2.7241464
0.0970824 28.1875972 4.2664463
0.0978352 28.8431204 5.4797626
0.0981428 29.3942486 6.1962600
0.0983485 29.0437653 5.9569656
0.0995240 28.9606182 6.2687906
0.1023181 31.0665952 7.4237801
0.1040452 30.9917601 4.5888891
0.1048299 30.7428727 4.8710413
0.1045549 30.5560879 5.1403372
0.1038696 27.6936823 7.4499788
0.1021618 30.1472384 6.9968172
0.1061233 29.4537461 7.5884437
0.1034112 28.1733914 4.1917561
0.1003315 30.5785928 9.5000641
0.1016558 30.8558877 11.0509993
0.1025693 28.1937750 9.5961783
0.1016067 30.0983686 15.7528835
0.1032635 32.0248843 15.0253029
0.1031846 28.1500533 13.0021366
0.1043596 27.4994247 16.0985724
0.1053433 27.9364994 15.9510711
0.1056559 28.3915445 15.6991058
0.1065056 28.7842968 13.6344409
0.1013399 31.3510032 13.4579960
0.1021516 32.0337798 12.9540306
0.1026661 28.2323127 18.2919520
0.1034721 28.4183950 18.7692327
0.1051499 32.0522450 17.1890078
0.1074686 30.3817580 19.5612622
0.1083490 30.6019863 19.5448197
0.1083129 29.1631187 23.6172823
0.1086171 29.2962077 23.3449997
0.1081347 31.0164233 21.3786494
0.1083613 30.8832142 21.0496153
0.1096640 32.0237499 24.0843276
0.1099183 28.9928755 23.0917338
0.1108158 30.0092598 22.5284431
0.1125734 30.0944128 24.7112809
0.1113809 42.7073612 1.4602882
0.1123511 41.9419670 6.9829280
0.1107743 41.5112279 8.1234085
0.1122535 42.2273252 8.1647394
0.1138256 42.2316240 8.3100524
0.1111766 41.0613066 7.8567464
0.1123003 40.7439765 15.5092295
0.1139101 41.3871753 15.9901286
0.1176804 42.3642662 18.2992798
0.1192272 42.1074867 18.2207351
0.1040110 33.2229201 0.4346401
0.1025279 33.3157469 1.3036389
0.1060275 31.5452241 1.5785779
0.1057332 31.5957787 1.7634222
0.1021692 32.1283981 2.3221643
0.1036850 32.2165948 2.1446185
0.1050277 31.8334392 2.3821734
0.1056937 31.6213164 2.4719463
0.1066181 31.0067006 3.5523847
0.1031892 34.0255731 5.6292053
0.1041636 35.3867820 5.7154365
0.1074348 32.1419047 4.2287518
0.1083150 31.9431278 4.5814837
0.1075135 34.6280506 7.0576614
0.1030940 33.7287381 10.4466668
0.1064503 31.0784625 9.2889806
0.1068157 32.6502167 11.5044987
0.1117702 33.4051308 10.6127458
0.1060018 34.9123350 14.0143355
0.1070664 34.3215084 14.6372802
0.1072516 33.3935505 15.0370083
0.1094936 31.3896480 13.5158976
0.1043598 33.3435502 14.5336433
0.1120945 31.9761373 17.0872379
0.1091972 33.1688396 16.3336619
0.1124665 32.1460248 22.9751214
0.1151590 34.2434199 19.5535073
0.1159586 33.9277202 21.9440220
0.1160445 32.9530267 23.0863462
0.1157825 34.8958335 24.3188613
0.1170486 33.0853114 23.7276819
0.1171091 34.1095420 24.4188540
0.1081421 24.9536686 10.3842064
0.1071833 25.8908799 16.2660494
0.1137141 25.7845241 23.3355075
0.1151904 43.1321604 0.7301857
0.1164129 44.9718909 5.5795196
0.1178963 44.7985616 5.5656081
0.1175354 44.7311987 5.9628320
0.1173010 44.8038824 6.3371880
0.1156917 43.2286217 10.7709176
0.1185469 44.6590339 11.6664114
0.1203137 45.4057960 12.3818717
0.1231721 44.0340068 19.2536508
0.1225318 44.7415142 18.2465825
0.1032384 34.0970905 0.0388395
0.1113796 35.2257698 1.7792165
0.1077585 35.7384031 3.5725765
0.1071717 35.7238307 3.7889780
0.1066085 36.1128294 4.3393601
0.1099022 35.3953139 5.9466788
0.1121888 34.8811461 5.1964433
0.1123647 35.4025079 5.4278246
0.1083969 35.3304434 6.8457294
0.1075182 36.4696690 6.5136494
0.1072253 36.0340236 7.9335905
0.1103868 35.4721159 6.3301097
0.1115768 36.0008797 7.2878909
0.1125978 35.3725529 7.4682363
0.1114071 37.2982803 5.3388020
0.1119445 37.8463332 5.7922277
0.1092146 37.8317808 6.5551060
0.1100259 37.3646163 7.4852856
0.1106060 37.3936072 7.0215443
0.1079131 34.8317115 5.6820507
0.1113816 37.0314247 8.9188434
0.1116153 37.8725457 8.3371786
0.1117065 38.1392783 8.6105525
0.1129886 36.0593492 7.8569608
0.1132588 36.1701415 9.4294365
0.1105686 36.7671164 10.1062887
0.1108322 36.7645826 9.8525221
0.1110664 37.5529039 10.3860143
0.1129091 35.9663636 7.6952751
0.1085026 35.9283515 13.5398934
0.1135395 35.3957207 11.8325158
0.1148574 37.3062837 13.2044827
0.1172100 36.6165305 13.5169952
0.1165091 36.8628436 14.9444885
0.1128153 37.4867067 17.1840340
0.1139082 38.4611619 18.6575478
0.1139686 37.6224271 18.4937814
0.1180522 37.2705966 16.2286092
0.1157507 36.3392497 19.0057897
0.1165776 36.8005541 18.5213880
0.1180130 36.7101349 18.4191191
0.1189579 36.5491002 18.3222570
0.1175618 37.1900992 18.4177436
0.1146211 35.3799167 21.4438854
0.1146026 36.5825391 21.0632779
0.1143792 36.7057753 21.5198947
0.1158903 36.2067775 21.0102910
0.1178783 35.1106860 19.8677872
0.1139799 36.9638408 22.0820269
0.1176747 38.5619806 20.6802762
0.1193855 35.9843932 18.9479636
0.1187952 36.5903941 19.7278313
0.1184206 36.5189933 20.3165176
0.1185759 36.6410384 20.3999268
0.1193706 35.7668635 19.8040996
0.1191760 37.7789208 20.8452622
0.1201630 37.2282296 22.2973709
0.1179096 35.3263656 24.3792588
0.1180607 35.6506413 24.5225319
0.1188923 34.6778791 24.2035090
0.1214490 36.8867647 22.8309289
0.1192998 34.2138512 23.9955217
0.1167143 37.4388048 24.7844532
0.1060788 29.6210104 1.2382489
0.1090510 29.2683983 0.8461211
0.1095994 27.1908449 0.8314796
0.1040407 27.4880321 3.7657912
0.1099024 29.1301124 4.0870380
0.1104736 26.7462409 5.1210925
0.1063014 26.4800854 9.7262356
0.1067211 26.8140513 9.3374297
0.1095493 29.4637876 11.9727843
0.1095518 28.8619273 11.3043162
0.1130939 27.1650102 9.3123708
0.1139291 28.2216120 9.9903729
0.1085050 25.8934185 13.1812348
0.1086601 26.1914741 13.8922447
0.1107421 29.6746645 13.1925943
0.1141437 27.7146166 12.2845717
0.1086032 27.5995585 15.3217685
0.1124767 29.0974555 15.3224963
0.1140519 28.2077015 13.6919372
0.1078545 25.9501424 12.8218806
0.1122110 27.5186238 11.8325456
0.1093227 27.2967192 17.7575275
0.1095002 26.6715357 16.7885640
0.1107572 27.5029605 16.2022934
0.1129793 25.6116278 16.5678386
0.1156029 27.4063564 16.4798619
0.1138170 28.9138514 19.5541874
0.1153501 26.3691438 17.6358293
0.1159016 27.6777423 17.3453486
0.1171339 27.3425427 18.9616847
0.1123520 26.0010543 20.8594243
0.1143053 27.5948328 20.8831839
0.1153284 27.5085252 23.4021694
0.1152242 26.1123013 21.4048258
0.1157480 25.9567829 20.8432904
0.1143796 27.8135091 24.0099898
0.1158965 27.1468134 23.4774996
0.1155578 28.5478462 24.2960889
0.1167855 29.6356666 23.3356656
0.1197653 25.3319051 23.8616668
0.1201027 27.6042416 22.9022315
0.1137260 27.1348969 24.7647335
0.1143774 27.5608701 24.6611391
0.1194685 45.7499454 1.2852555
0.1200723 45.8377815 1.2803141
0.1279626 45.8617769 21.9901517
0.1146395 40.4815545 4.5010447
0.1133435 37.8059275 4.8033853
0.1127253 40.4682258 7.2132191
0.1137549 38.0446076 6.2693156
0.1183209 40.4151755 6.8382712
0.1147588 40.8926210 8.6472217
0.1147146 40.4236302 8.1386483
0.1167063 38.3019541 10.2970570
0.1179286 38.0501617 10.9222999
0.1127199 39.0595588 11.9471702
0.1137640 40.5217819 11.9306407
0.1169767 38.4522224 11.9192280
0.1189904 38.0008862 12.7446580
0.1161936 39.2040895 14.7445403
0.1168002 37.4361247 14.1585791
0.1165759 39.9833717 16.3553072
0.1198750 37.4496614 16.5195292
0.1236545 40.0378416 16.0576777
0.1169575 38.5336328 17.5193474
0.1169654 38.9682752 18.3693434
0.1185808 40.2475178 19.4157869
0.1200475 40.2770286 22.0290945
0.1190410 40.5264341 19.3851954
0.1204715 38.7783894 19.5048117
0.1254876 40.8400734 22.3391373
0.1249844 38.5238607 22.5028891
0.1091697 31.9081519 0.8982588
0.1092699 31.9396209 1.1729723
0.1116272 31.6488920 2.0367902
0.1097081 33.0658856 1.3063464
0.1102291 30.5408842 4.8727239
0.1093110 32.0436305 4.8759970
0.1117115 31.1430252 4.8301069
0.1148744 30.8257200 5.3132926
0.1148593 31.0255277 5.4479687
0.1159213 31.3122126 5.8960442
0.1118796 30.0655241 13.3453081
0.1121780 30.7224836 14.8217530
0.1141359 33.2471143 14.2337858
0.1147397 33.1538477 14.1819317
0.1181578 30.8501257 12.6938818
0.1129710 31.5417176 16.9743139
0.1176897 32.0925722 15.5071056
0.1208843 30.9794930 16.3940634
0.1183447 32.0382780 17.3495259
0.1189443 32.4959031 17.7530323
0.1190804 32.6854007 18.5334647
0.1147172 33.1082839 17.1089784
0.1148970 30.5870040 21.1402878
0.1159739 30.2116668 19.7062101
0.1175116 30.5697872 20.9690507
0.1190372 31.9208158 20.0891902
0.1202075 33.0848102 21.8456874
0.1203053 29.5900574 19.7868961
0.1208392 30.0771932 19.8873661
0.1194130 30.4112692 21.0164997
0.1199927 29.7729848 21.4424137
0.1174454 32.8329446 21.5449344
0.1203956 33.2926367 23.8647319
0.1241491 30.5093649 22.7565383
0.1238330 31.0712819 22.3022199
0.1236863 31.8018638 22.7957147
0.1240602 31.0124744 22.1285204
0.1212001 28.6150168 22.6715140
0.1104640 23.8234317 1.6250756
0.1117157 24.2619925 7.7941194
0.1132353 24.0489757 10.5839977
0.1163111 23.3255945 11.6486966
0.1177552 24.1603573 18.5476031
0.1209922 24.2166786 23.7384969
0.1239899 22.8806432 21.9506958
0.1172968 42.3864075 0.8399260
0.1213276 41.2244727 0.6592911
0.1217164 41.1213367 0.9763773
0.1224604 42.3639219 1.8798410
0.1181673 43.1639324 2.2304512
0.1203633 42.8921012 2.2923383
0.1197758 42.3704146 2.9360146
0.1218154 41.9433504 3.1724475
0.1196209 42.2535327 6.0038023
0.1193959 40.6245225 6.7593496
0.1197845 40.9200658 6.8078151
0.1203542 40.9206950 6.8291771
0.1186173 41.1261264 7.1393240
0.1192826 40.4555372 7.3307880
0.1200250 40.3430022 7.0900284
0.1173927 43.5501345 4.6623352
0.1203677 43.0472488 3.9665340
0.1198416 43.1846977 4.5103541
0.1226344 41.7848571 5.7203967
0.1191859 41.4980479 8.7059138
0.1194588 40.5370558 7.8385674
0.1195989 40.4381600 8.0141505
0.1199294 40.9455322 8.0978946
0.1185288 43.4482961 8.9010171
0.1194456 44.3737079 7.7435618
0.1230888 41.6521452 13.4055931
0.1201498 43.6049011 12.0757201
0.1234663 43.9263890 11.6334938
0.1251691 41.8601038 11.8192264
0.1250678 42.5069756 13.3368638
0.1173515 42.2969083 13.9239017
0.1236751 41.9793751 17.1860529
0.1239053 41.5602291 17.6990237
0.1246323 40.8588318 17.1462453
0.1248187 40.6537727 17.3006036
0.1283299 42.3888108 17.1859962
0.1222745 42.2120771 19.2906349
0.1231491 42.2895340 18.5825718
0.1234944 42.6050951 20.4140906
0.1250194 44.3762921 18.6814474
0.1262645 43.6615845 18.2492867
0.1247732 43.3153333 19.6815814
0.1257911 43.1786505 19.5967449
0.1275181 43.2401851 19.2745220
0.1258921 40.0595322 17.7633997
0.1264202 41.3098008 19.8802378
0.1261360 41.1942338 19.7927532
0.1289895 42.3731080 19.2918347
0.1288453 43.1360313 19.5305252
0.1293294 43.4441072 19.5800514
0.1232951 43.6778252 19.1117412
0.1261089 40.4019362 20.3425598
0.1271874 42.0801055 21.8745889
0.1274022 42.3658131 22.0818385
0.1283768 40.1552104 21.4134529
0.1292677 40.4034169 21.9048422
0.1300751 41.0646343 21.6733599
0.1304749 41.8765629 21.3079634
0.1128514 35.1686525 1.1516086
0.1173036 32.3973081 1.4591689
0.1157707 33.1630135 2.8488670
0.1175517 32.7362231 2.2159918
0.1144081 33.3986915 5.3296105
0.1158235 35.6793892 6.2466995
0.1160843 33.2612764 5.8293803
0.1162282 33.1302904 5.9862051
0.1164141 32.6464353 5.8938012
0.1173882 32.4126986 5.8933174
0.1160187 34.4233784 11.5995672
0.1151816 33.5107225 13.0496713
0.1194810 34.7663394 11.7074110
0.1195777 32.6102597 12.6886716
0.1200075 32.3174523 12.8697140
0.1204008 33.1048175 12.7283745
0.1199293 33.9938663 11.8423763
0.1161219 33.5358857 14.1660924
0.1178617 35.6547395 14.4318375
0.1177838 36.3336818 13.6757948
0.1207836 35.5313971 14.1957555
0.1183161 34.0732295 15.3196983
0.1199686 34.1483592 15.0004168
0.1204622 33.5723963 17.0371625
0.1201741 33.4202213 17.7460754
0.1189721 32.8237463 15.4652531
0.1210352 32.0749912 17.2160958
0.1212679 32.6930645 17.9976943
0.1195342 34.3400917 14.9283421
0.1239039 35.5410885 18.5719761
0.1263327 34.0933212 20.1796443
0.1270532 34.2806704 19.8102530
0.1203623 33.1045097 18.6069143
0.1228504 31.9035330 18.2140752
0.1234716 32.3523431 18.0458050
0.1138028 25.0060279 0.6242015
0.1155950 26.3026391 0.1979025
0.1156188 26.1497269 1.5228888
0.1153790 27.1844088 0.0541748
0.1136373 24.5489847 3.2748041
0.1184637 26.0133611 1.7444759
0.1163781 26.0001754 2.2497930
0.1184829 25.9122187 3.6216641
0.1129823 24.5618241 5.5306579
0.1144522 24.7747829 5.7453761
0.1147372 25.6359702 5.8345426
0.1136714 24.3127891 7.4919662
0.1156000 24.0570276 5.3319995
0.1158280 24.2112761 5.4949034
0.1158854 25.5688382 4.2560043
0.1170320 25.1642079 4.2225908
0.1165796 23.7393741 6.9539549
0.1133128 24.7309524 9.2709528
0.1143329 25.5026511 9.1456417
0.1139200 25.1324878 9.2802556
0.1144345 26.2399782 8.7666848
0.1173301 24.0830306 8.6934469
0.1189218 25.7713985 7.6055318
0.1149378 24.6064848 10.5226083
0.1155985 24.7785223 10.8847860
0.1195938 24.6620686 10.0705784
0.1183488 23.9983016 11.0593196
0.1165105 27.5860952 10.3009817
0.1169846 23.9246845 11.6131048
0.1170940 23.7675937 12.0398708
0.1187836 25.1812506 11.6572384
0.1173408 25.7035478 11.5028645
0.1192068 25.2805805 11.6103904
0.1204333 25.5478292 11.8972097
0.1198105 26.3378309 11.6282029
0.1191837 24.5420339 13.6198993
0.1180656 23.4086536 11.5989672
0.1155697 24.7562651 15.9361685
0.1212378 24.3817183 17.8755413
0.1199076 24.5356939 18.6570189
0.1198618 25.1864407 19.9831817
0.1233284 24.9276544 19.7350148
0.1239645 24.1490937 19.4231304
0.1188357 25.7716725 21.0481642
0.1235321 25.2080239 20.7091393
0.1244842 25.4340615 20.8518783
0.1235615 25.0426511 21.2695027
0.1225649 26.0673457 18.3366967
0.1248896 25.4645633 20.7840751
0.1210797 24.2815712 18.3601094
0.1219150 24.3538645 18.2744095
0.1247042 43.7586558 1.2289764
0.1264412 43.6137206 1.9170801
0.1262404 43.7228257 2.0474245
0.1229113 46.1705775 0.6833570
0.1233627 43.0401062 1.8858004
0.1229009 45.6556463 5.3602577
0.1231601 46.0235035 5.2987178
0.1228972 44.2206668 7.1002703
0.1220018 45.1995787 6.0162059
0.1223344 45.0668041 5.7653624
0.1253826 45.0810816 4.1119164
0.1205579 45.0246470 8.2934558
0.1246333 45.8077105 9.1900391
0.1246906 45.0596666 10.3294982
0.1298895 44.2848083 15.6285111
0.1313687 44.2220024 15.8883585
0.1312747 44.2471345 14.7042427
0.1324242 43.8047411 19.4294943
0.1177999 37.5906400 0.1550757
0.1208129 38.7748514 3.4958234
0.1195069 36.2792196 3.5320935
0.1174386 37.4712246 5.3333728
0.1190472 37.2380208 3.7757083
0.1191821 37.3589767 4.1906806
0.1196503 37.0528458 4.2292840
0.1202209 36.8140751 4.4804535
0.1176404 37.5129763 5.9079898
0.1185249 37.9860561 5.6010814
0.1204059 37.7798061 5.2956867
0.1207676 38.0459536 5.3171262
0.1230964 37.8559032 9.1332443
0.1228311 38.1906640 9.3841590
0.1235264 37.8478718 9.5949523
0.1240746 37.9260373 9.5728327
0.1177608 37.6311288 10.3686639
0.1196483 37.7616066 11.8640908
0.1284380 37.5618323 12.3044357
0.1253512 39.1891447 16.9630307
0.1252920 38.0995073 17.6990574
0.1263475 38.0919484 17.5733605
0.1239707 36.0599456 14.5034424
0.1272650 36.3016931 14.6292257
0.1275154 36.6855536 14.5648875
0.1281159 36.8201224 15.4468122
0.1269265 37.4223216 16.8974295
0.1274437 37.5551883 16.9766889
0.1282298 37.0676962 16.9499498
0.1226840 37.0411561 18.2845887
0.1255251 37.1443264 17.8162323
0.1263017 36.0006515 19.0766667
0.1276097 37.9386358 17.8992505
0.1277227 37.8450701 18.0686166
0.1280513 37.9947609 17.8754668
0.1284510 37.6085000 18.1417690
0.1267528 35.8305893 19.4752428
0.1302970 38.1172151 20.5335077
0.1258685 38.1841748 17.6341286
0.1309945 37.1843222 21.5107449
0.1175152 28.4755809 2.4326028
0.1209075 29.1793437 1.1992367
0.1222907 29.4305835 2.3111686
0.1131887 28.5539509 0.8479714
0.1190451 26.7033396 1.2465130
0.1161565 30.5215076 4.9381303
0.1170103 29.9150688 5.5129178
0.1188010 30.5075940 5.0106408
0.1149285 28.2417092 6.3969266
0.1153121 28.1381740 7.1074834
0.1189562 28.8228422 4.2502957
0.1159151 30.2342067 5.3243297
0.1173520 27.3141577 5.6674097
0.1182524 29.8534071 7.6044606
0.1192710 27.5381902 8.4162634
0.1192815 29.2231123 7.7957506
0.1186762 28.4184247 9.6307506
0.1190896 28.6318387 9.9154962
0.1201610 28.4972838 11.7542705
0.1230864 28.1140128 12.0828519
0.1209716 30.9906696 13.7573703
0.1236184 29.4281023 14.2673724
0.1237871 28.3162071 14.8781017
0.1250282 27.0577805 17.0036767
0.1237144 29.6795440 15.4959599
0.1261217 28.7773493 14.7548153
0.1244714 29.0007919 16.4642067
0.1280629 29.4792031 17.2744009
0.1254728 29.5619350 14.1608125
0.1232794 26.6270665 14.3618905
0.1261278 28.3654490 17.9801044
0.1226584 30.1262221 19.0788181
0.1269158 29.8739154 17.9137851
0.1272695 29.8794726 17.8497686
0.1279258 29.8074542 17.8323492
0.1294192 29.4496456 20.2023422
0.1293309 28.6527669 20.5729187
0.1294925 28.4689372 20.7489609
0.1272317 28.4684818 22.0087509
0.1280625 27.2339357 21.9028721
0.1224082 22.2371350 13.2672840
0.1236793 39.1972692 3.0541735
0.1230152 41.1228986 3.0453544
0.1235522 41.2174451 2.9415060
0.1251684 41.9835768 2.6660304
0.1246457 38.2977572 1.3973822
0.1242680 38.3018038 1.5475346
0.1283167 40.3441825 1.2000018
0.1280289 40.6513940 1.0940094
0.1281209 40.5657454 1.0637378
0.1233928 39.3392894 4.4871074
0.1226757 39.5150238 5.0386666
0.1251921 41.5658624 5.2467595
0.1248985 38.5922496 4.0191434
0.1203860 39.6402630 3.6947464
0.1268590 38.1491599 10.3702762
0.1234885 41.3090915 7.9331885
0.1258029 41.4928830 11.7358898
0.1275658 42.2421293 11.7558185
0.1297035 41.3619813 13.3480374
0.1263448 38.8144975 12.0428844
0.1311025 40.2306575 10.0842316
0.1295154 42.1834827 14.8936440
0.1283014 39.5958325 15.8531438
0.1293523 39.5269774 15.8702674
0.1307826 38.1578688 15.5602771
0.1293319 39.1371794 16.3708391
0.1328890 39.1902292 16.3669066
0.1275014 39.8757129 17.6257486
0.1274645 39.1669613 17.5198623
0.1325179 40.3203482 18.6100866
0.1319460 38.3670425 17.2929140
0.1321370 38.5595197 17.4533559
0.1328095 38.5337400 19.0841694
0.1338205 39.8150699 16.7911678
0.1344372 39.5201700 16.6977915
0.1345445 39.9028000 16.8356161
0.1336775 41.8336851 21.3626580
0.1188775 31.4778239 1.5127510
0.1192693 32.8173103 2.2500827
0.1214698 32.4418515 0.0534209
0.1195564 32.9351917 3.0934959
0.1221919 30.4953980 0.8533141
0.1225988 31.9584498 0.3299442
0.1232591 30.7575015 0.3505762
0.1253845 32.0496234 0.3297872
0.1192418 33.4116691 1.0685022
0.1224796 33.5327770 4.3565984
0.1255363 31.2150127 5.6310176
0.1215906 31.9851608 8.7126544
0.1211984 31.8846400 12.3442811
0.1228608 32.0371001 12.3309110
0.1235918 33.2990756 13.8509589
0.1241293 32.5128517 14.1239509
0.1262251 30.5972946 13.7342097
0.1218495 33.1159777 12.8686850
0.1265530 32.8238729 14.2922427
0.1268530 30.8149622 14.1767048
0.1278925 32.8752219 14.4235737
0.1285572 32.8598970 14.3147998
0.1279903 32.7272693 14.8913998
0.1279732 32.7709990 15.7213243
0.1277050 30.2403746 16.3968932
0.1283693 31.5680667 16.2946581
0.1307714 32.8834613 15.9599785
0.1290027 32.5047616 13.7138587
0.1257206 32.5228271 19.3054027
0.1305609 30.4930107 19.5670068
0.1312192 30.6413756 19.1340526
0.1324531 32.9414974 18.2228313
0.1301000 34.3723609 21.5890700
0.1193987 22.9663462 1.9812355
0.1205980 22.5105190 0.8651096
0.1207051 26.1022466 0.8395250
0.1217298 25.0412503 2.6148486
0.1218150 24.9967143 3.0214378
0.1237148 24.3093165 2.9012119
0.1208634 23.5276715 4.9504295
0.1210062 23.1207622 4.1723902
0.1205852 23.4072065 6.1110314
0.1214975 24.3634444 7.0034750
0.1207285 25.0504509 6.0674152
0.1218273 22.4810462 5.5121870
0.1229545 22.6385026 5.4483265
0.1190766 23.4683145 7.6314339
0.1211058 22.6950186 8.4638294
0.1197736 23.5424365 8.2996883
0.1204410 23.3973855 8.4561283
0.1208402 24.5669436 7.6165703
0.1244590 23.3261666 8.3974416
0.1242709 22.9720845 8.6611896
0.1247482 24.1233084 7.3412141
0.1235489 24.0598474 8.0229754
0.1244695 24.6676641 7.8237301
0.1259862 23.8899652 7.2539551
0.1268645 24.3147651 7.9344095
0.1204205 22.8391231 9.1302389
0.1215897 25.2049679 10.4835797
0.1256854 22.9104413 8.7499414
0.1258563 22.7361250 8.7599790
0.1252584 24.3562336 13.8205080
0.1233047 24.1553935 16.7834427
0.1256416 26.0827652 17.5929912
0.1281246 21.9131121 15.9298494
0.1269667 25.6163822 13.8790901
0.1248547 24.9987707 18.3411746
0.1273839 25.0351204 20.3467777
0.1285614 25.0734388 19.8125513
0.1290234 24.7682711 20.4852440
0.1293421 24.6441258 19.5147492
0.1269538 24.5859908 21.5661080
0.1291907 22.8970097 21.9295871
0.1294049 22.9513348 22.1370119
0.1294020 25.2243094 20.9415243
0.1277301 41.5042606 0.6295577
0.1274233 43.7052491 1.6420625
0.1294659 43.0447686 1.0705284
0.1282980 43.6644400 1.8092337
0.1281894 41.1854079 0.8348108
0.1260797 43.2309412 1.8908771
0.1335595 41.8271643 6.4178094
0.1281482 42.5048398 12.1174118
0.1295275 42.1874923 14.2840973
0.1318300 43.3374912 14.9128327
0.1323336 43.2194835 14.7665671
0.1335586 43.3904541 13.8876043
0.1284927 42.4040071 14.0112094
0.1342782 42.4676746 19.6353523
0.1362221 42.1111675 17.2896457
0.1367464 40.8987485 16.4710634
0.1389092 41.6549068 20.0982254
0.1364847 43.8455744 19.6684105
0.1267806 36.2141610 3.0672990
0.1285223 34.1873681 2.7351320
0.1288676 34.8730840 2.6507009
0.1293369 34.8642149 2.6102052
0.1280510 34.7248946 2.8856788
0.1299606 34.7323652 2.1648941
0.1233881 35.4251617 4.8661545
0.1233162 34.1521321 4.7686301
0.1284093 36.4018729 5.1423596
0.1287951 33.5200065 6.5680770
0.1284483 36.1863308 7.9950576
0.1282342 34.5452736 7.0048885
0.1278109 35.6578000 9.6191809
0.1285847 35.1535815 9.7210922
0.1307795 35.8185012 8.8259975
0.1324312 35.5026978 9.4897202
0.1253581 34.5916917 14.0813333
0.1286208 35.1941311 13.0100114
0.1295072 36.7082576 12.5309586
0.1301186 35.6924040 10.6928026
0.1304471 34.8178194 12.9889936
0.1307724 35.7025612 10.1113513
0.1274524 34.4460652 15.9140498
0.1280173 34.2772351 16.7581104
0.1291367 33.9932022 16.7824601
0.1314500 36.4958797 13.8242193
0.1300466 36.4260093 15.2237360
0.1313364 35.0238110 15.4467890
0.1337926 35.8987174 13.9633180
0.1326772 35.8522845 14.1850968
0.1296484 34.5713594 17.9402120
0.1316230 35.3410958 19.3526160
0.1316737 35.9181870 17.0412036
0.1333265 33.1459732 18.2583332
0.1341004 33.0791712 18.2843083
0.1364405 34.7695416 17.1519073
0.1361519 35.6070127 16.8256573
0.1223183 27.6517999 2.3532514
0.1274032 25.9101477 1.6016646
0.1212351 27.8442607 1.4555006
0.1257333 25.8540008 5.0174067
0.1239356 26.6558644 6.9072274
0.1260253 29.1208144 5.6039997
0.1243337 26.6703505 8.6819171
0.1266849 25.8929163 8.4907873
0.1273407 26.1468804 8.6404434
0.1282838 26.9632941 7.6717921
0.1244852 26.2674698 9.2710072
0.1242691 28.3026993 10.0565043
0.1246410 27.0158383 12.0739931
0.1285847 28.7669342 11.4689837
0.1294786 28.6019653 10.5685915
0.1293389 28.6490169 10.6428810
0.1250373 27.9539790 13.1994739
0.1278617 27.1523566 13.4083450
0.1286780 28.0742769 12.6096816
0.1309016 27.2675723 13.2314197
0.1310158 27.5305615 12.8600461
0.1308826 27.2405276 13.3314229
0.1269673 27.7493782 15.7414673
0.1312426 27.0443015 15.0951962
0.1323518 26.7520466 15.0161778
0.1267281 26.2228629 16.1203613
0.1272859 29.3358449 14.3875082
0.1277951 29.2898422 14.4988531
0.1284659 29.2128237 14.3854068
0.1299689 28.0077805 14.6055105
0.1312801 28.2127343 15.5779196
0.1313702 27.9685582 15.5607754
0.1296324 26.9050606 13.6475856
0.1307916 26.5697589 17.4903260
0.1313088 27.0300173 17.4814789
0.1317362 26.3573346 18.5510449
0.1355315 26.4773273 19.4020458
0.1355694 26.3879085 19.4712885
0.1327757 28.3065949 19.5188034
0.1352026 25.8204690 20.1040453
0.1353199 27.3915958 20.5243707
0.1248066 21.2516041 1.6920644
0.1253234 21.5331865 5.0879316
0.1268332 21.1441441 7.9476072
0.1282639 20.6816588 8.9789260
0.1302360 21.0791813 12.7647649
0.1302061 21.0396864 16.8601139
0.1359224 21.0161057 19.9510202
0.1295314 38.2845324 1.0176699
0.1295949 38.2472259 1.1776562
0.1301544 38.3622810 1.3805059
0.1311059 38.4920981 0.5957037
0.1329199 36.5112126 0.1132498
0.1348177 38.5200765 0.6528918
0.1327111 38.3036981 2.4001379
0.1313197 39.1522235 4.1659528
